SE,20032,11/12/2024,Unnamed: 0,Unnamed: 1,Unnamed: 2
SE,20020,11/12/2024,,,
SE,20020,11/12/2024,,,
SW,20024,11/12/2024,,,
SW,20024,11/12/2024,,,
SE,20020,11/12/2024,,,
SW,20032,11/12/2024,,,
SE,20020,11/12/2024,,,
SE,20020,11/12/2024,,,
SE,20020,11/12/2024,,,
SE,20020,11/12/2024,,,
SE,20032,11/12/2024,,,
SE,20032,11/12/2024,,,
SW,20032,11/12/2024,,,
SW,20032,11/12/2024,,,
SE,20020,11/12/2024,,,
SE,20020,11/12/2024,,,
NW,20005,11/13/2024,,,
NW,20011,11/13/2024,,,
NW,20008,11/13/2024,,,
NW,20009,11/13/2024,,,
NW,20010,11/13/2024,,,
NW,20010,11/13/2024,,,
NW,20010,11/13/2024,,,
NW,20011,11/13/2024,,,
NW,20001,11/13/2024,,,
NW,20002,11/13/2024,,,
NW,20008,11/13/2024,,,
NW,20001,11/13/2024,,,
NW,20010,11/13/2024,,,
NW,20008,11/13/2024,,,
NW,20011,11/13/2024,,,
NW,20002,11/13/2024,,,
NW,20009,11/13/2024,,,
