NE,20019,11/15/2024,Unnamed: 0,Unnamed: 1,Unnamed: 2
NE,20019,11/15/2024,,,
NE,20019,11/15/2024,,,
NE,20017,11/15/2024,,,
NE,20018,11/15/2024,,,
NE,20002,11/18/2024,,,
NE,20018,11/18/2024,,,
NE,20002,11/18/2024,,,
NE,20002,11/18/2024,,,
NE,20002,11/18/2024,,,
NE,20002,11/18/2024,,,
NE,20019,11/18/2024,,,
NE,20002,11/18/2024,,,
NE,20019,11/18/2024,,,
NE,20018,11/18/2024,,,
NE,20019,11/18/2024,,,
NE,20019,11/18/2024,,,
NE,20002,11/18/2024,,,
NE,20002,11/18/2024,,,
SE,20020,11/19/2024,,,
SE,20032,11/19/2024,,,
SE,20020,11/19/2024,,,
SE,20020,11/19/2024,,,
SE,20019,11/19/2024,,,
SE,20003,11/19/2024,,,
SE,20032,11/19/2024,,,
SE,20003,11/19/2024,,,
SW,20024,11/19/2024,,,
SE,20020,11/19/2024,,,
SE,20032,11/19/2024,,,
SE,20020,11/19/2024,,,
SE,20020,11/19/2024,,,
SE,20020,11/19/2024,,,
SE,20020,11/19/2024,,,
