SE,20020,11/19/2024,Unnamed: 0,Unnamed: 1,Unnamed: 2
SE,20020,11/19/2024,,,
SE,20003,11/19/2024,,,
SE,20032,11/19/2024,,,
SE,20032,11/19/2024,,,
NW,20011,11/20/2024,,,
NW,20001,11/20/2024,,,
NW,20009,11/20/2024,,,
NW,20012,11/20/2024,,,
NW,20001,11/20/2024,,,
NW,20010,11/20/2024,,,
NW,20009,11/20/2024,,,
NW,20002,11/20/2024,,,
NW,20002,11/20/2024,,,
NW,20001,11/20/2024,,,
NW,20010,11/20/2024,,,
NW,20008,11/20/2024,,,
NW,20008,11/20/2024,,,
NW,20009,11/20/2024,,,
NW,20010,11/20/2024,,,
NW,20002,11/20/2024,,,
NW,20001,11/20/2024,,,
NW,20001,11/20/2024,,,
NW,20001,11/20/2024,,,
NW,20001,11/20/2024,,,
SW,20032,11/21/2024,,,
SW,20032,11/21/2024,,,
SW,20032,11/21/2024,,,
SW,20024,11/21/2024,,,
SW,20024,11/21/2024,,,
SW,20024,11/21/2024,,,
SW,20032,11/21/2024,,,
SE,20020,11/21/2024,,,
SE,20020,11/21/2024,,,
