1745-23,"234 35TH STREET, #1",NE,20019,5/6/2024,Unnamed: 0,Unnamed: 1,Unnamed: 2
9510-23,"4019 HAYES STREET, #B",NE,20019,5/6/2024,,,
9431-22,"183 35TH STREET, #4",NE,20019,5/6/2024,,,
6074-23,"3517 JAY STREET, #203",NE,20019,5/6/2024,,,
6113-23,"3696 HAYES STREET, #202",NE,20019,5/6/2024,,,
6106-23,"3706 HAYES STREET, #102",NE,20019,5/6/2024,,,
8340-23,"350 TAYLOR STREET, #Q41",NE,20017,5/6/2024,,,
4218-23,"300 HAMILTON STREET, #126",NE,20011,5/6/2024,,,
10866-23,3502 COMMODORE JOSHUA BARNEY DRIVE #T3,NE,20018,5/6/2024,,,
9922-23,3692 HAYES STREET #201,NE,20019,5/6/2024,,,
9641-23,3541 JAY STREET #304,NE,20019,5/6/2024,,,
9644-23,3519 JAY STREET #203,NE,20019,5/6/2024,,,
10869-23,3506 COMMODORE JOSHUA BARNEY DRIVE #301,NE,20018,5/6/2024,,,
7736-22,"134 42ND STREET, #B24",NE,20019,5/6/2024,,,
6514-22,"1100 MISSISSIPPI AVENUE, #233",SE,20032,5/7/2024,,,
6898-23,"1815 TRENTON PLACE, #304",SE,20020,5/7/2024,,,
8894-23,"2645 DOUGLASS ROAD, #301",SE,20020,5/7/2024,,,
8899-23,"2677 DOUGLASS ROAD, 202",SE,20020,5/7/2024,,,
8900-23,"2675 DOUGLASS ROAD, #204",SE,20020,5/7/2024,,,
10578-23,"2516 SHERIDAN ROAD, #118",SE,20020,5/7/2024,,,
10493-23,"1612 SAVANNAH STREET, #304",SE,20020,5/7/2024,,,
5675-23,"2121 1ST STREET, #423",SW,20024,5/7/2024,,,
6892-23,"3420 18TH STREET, #104",SE,20020,5/7/2024,,,
3430-23,"1808 23RD STREET, #22B",SE,20020,5/7/2024,,,
8586-22,"1815 23RD STREET, #203B",SE,20020,5/7/2024,,,
7406-23,"1212 4TH STREET, #636",SE,20003,5/7/2024,,,
7290-23,"1346 4TH STREET, #527",SE,20003,5/7/2024,,,
7295-23,"1346 4TH STREET, #415",SE,20003,5/7/2024,,,
7827-23,"1741 28TH STREET, #12",SE,20020,5/7/2024,,,
11019-23,"1210 PENNSYLVANIA AVENUE,",SE,20003,5/7/2024,,,
10745-23,"844 BARNABY STREET, #304",SE,20032,5/7/2024,,,
9781-23,"800 SOUTHERN AVENUE, #1125",SE,20032,5/7/2024,,,
10653-23,"2308 HARTFORD STREET, #402",SE,20020,5/7/2024,,,
10027-23,"2508 POMEROY ROAD, #303",SE,20020,5/7/2024,,,
