NE,20019,12/2/2024,Unnamed: 0,Unnamed: 1,Unnamed: 2
NE,20019,12/2/2024,,,
NE,20002,12/2/2024,,,
NE,20018,12/2/2024,,,
SE,20020,12/3/2024,,,
SE,20003,12/3/2024,,,
SW,20024,12/3/2024,,,
SE,20032,12/3/2024,,,
SE,20020,12/3/2024,,,
SE,20003,12/3/2024,,,
SE,20032,12/3/2024,,,
SE,20003,12/3/2024,,,
SE,20032,12/3/2024,,,
SE,20003,12/3/2024,,,
SE,20032,12/3/2024,,,
SE,20003,12/3/2024,,,
SE,20019,12/3/2024,,,
SE,20032,12/3/2024,,,
SE,20019,12/3/2024,,,
SE,20003,12/3/2024,,,
SE,20032,12/3/2024,,,
SE,20003,12/3/2024,,,
SE,20003,12/3/2024,,,
SE,20020,12/3/2024,,,
NW,20036,12/4/2024,,,
NW,20001,12/4/2024,,,
NW,20011,12/4/2024,,,
NW,20005,12/4/2024,,,
NW,20001,12/4/2024,,,
NW,20008,12/4/2024,,,
NW,20008,12/4/2024,,,
NW,20002,12/4/2024,,,
NW,20002,12/4/2024,,,
NW,20010,12/4/2024,,,
