ENW,20010,12/11/2024,Unnamed: 0,Unnamed: 1,Unnamed: 2
NW,20009.0,12/11/2024,,,
NW,20015.0,12/11/2024,,,
NW,20001.0,12/11/2024,,,
NW,20011.0,12/11/2024,,,
NW,20001.0,12/11/2024,,,
NW,20012.0,12/11/2024,,,
NW,20009.0,12/11/2024,,,
NW,20011.0,12/11/2024,,,
NW,20008.0,12/11/2024,,,
NW,20011.0,12/11/2024,,,
NW,20008.0,12/11/2024,,,
NW,20012.0,12/11/2024,,,
SE,20032.0,12/12/2024,,,
SE,20020.0,12/12/2024,,,
SE,20020.0,12/12/2024,,,
SE,20020.0,12/12/2024,,,
SE,20020.0,12/12/2024,,,
SE,20020.0,12/12/2024,,,
SE,20020.0,12/12/2024,,,
SE,20020.0,12/12/2024,,,
SE,20020.0,12/12/2024,,,
SW,20032.0,12/12/2024,,,
SE,20020.0,12/12/2024,,,
SE,20019.0,12/12/2024,,,
SW,20032.0,12/12/2024,,,
SE,20020.0,12/17/2024,,,
SE,20020.0,12/17/2024,,,
SW,20024.0,12/17/2024,,,
SW,20024.0,12/17/2024,,,
,,,,,
,,,,,
,,,,,
,,,,,
